node_id_org,node_id_dest,distance,signal,highway,max_speed,lanes,width,bridge,tunnel,surface,service,foot,bicycle
1381382751,1381382736,104.436962,0,"unclassified",,,,,,,,,,
1389149974,1381382751,21.242547,0,"unclassified",,,,,,,,,,
1381382736,1381382751,104.436962,0,"unclassified",,,,,,,,,,
1381382751,1389149974,21.242547,0,"unclassified",,,,,,,,,,
5666810275,1381382275,165.912142,0,"service",,,,,,,"alley",,,
2645041248,5666810275,44.832075,0,"service",,,,,,,"alley",,,
1381382460,2645041248,70.333324,0,"service",,,,,,,"alley",,,
1389149894,1381382460,34.538664,0,"unclassified",,,,,,,,,,
1381382513,1389149894,80.018262,0,"unclassified",,,,,,,,,,
1381382517,1381382513,77.775037,0,"unclassified",,,,,,,,,,
1381382275,5666810275,165.91214200000002,0,"service",,,,,,,"alley",,,
5666810275,2645041248,44.832075,0,"service",,,,,,,"alley",,,
2645041248,1381382460,70.333324,0,"service",,,,,,,"alley",,,
1381382460,1389149894,34.538664,0,"unclassified",,,,,,,,,,
1389149894,1381382513,80.018262,0,"unclassified",,,,,,,,,,
1381382513,1381382517,77.775037,0,"unclassified",,,,,,,,,,
5384944153,1381382667,40.825587,0,"unclassified",,,,,,,,,,
2337701113,1381382422,128.015535,0,"unclassified",,,,,,,,,,
1381382422,2645041254,97.97809000000001,0,"unclassified",,,,,,,,,,
2645041254,1381382445,30.016773,0,"unclassified",,,,,,,,,,
1381382445,1381382367,115.726766,0,"unclassified",,,,,,,,,,
1381382422,2337701113,128.015535,0,"unclassified",,,,,,,,,,
2645041254,1381382422,97.97809,0,"unclassified",,,,,,,,,,
1381382445,2645041254,30.016773,0,"unclassified",,,,,,,,,,
1381382367,1381382445,115.726766,0,"unclassified",,,,,,,,,,
1381382445,1381382497,116.33225300000001,0,"unclassified",,,,,,,,,,
1381382497,1381382445,116.33225300000001,0,"unclassified",,,,,,,,,,
1381382667,5384944153,40.825587,0,"unclassified",,,,,,,,,,
5384944153,1381382497,71.658136,0,"unclassified",,,,,,,,,,
1381382497,5384944153,71.658136,0,"unclassified",,,,,,,,,,
1381382667,1381382736,74.89897,0,"unclassified",,,,,,,,,,
1381382736,1381382667,74.89897,0,"unclassified",,,,,,,,,,
800034031,1381382367,129.17201799999998,0,"unclassified",,,,,,,,,,
1381382679,1381382510,113.77667,0,"unclassified",,,,,,,,,,
1381382445,1381382460,92.960982,0,"unclassified",,,,,,,,,,
1381382760,1381382753,49.788847000000004,0,"unclassified",,,,,,,,,,
1381382753,1381382736,93.808571,0,"unclassified",,,,,,,,,,
1381382736,1381382753,93.808571,0,"unclassified",,,,,,,,,,
1389149894,1389149895,69.701822,0,"unclassified",,,,,,,,,,
1389149895,1389149894,69.701822,0,"unclassified",,,,,,,,,,
1381531226,1381531227,58.748445000000004,0,"unclassified",,,,,,,,,,
1381531226,1381530899,601.0874970000001,0,"unclassified",,,,,,,,,,
1381531227,1381531226,58.748445000000004,0,"unclassified",,,,,,,,,,
1381382278,800034038,41.922846,0,"tertiary",,,,,,,,,,
3176773522,1381382278,39.502217,0,"tertiary",,,,,,,,,,
800034038,1381382278,41.922846,0,"tertiary",,,,,,,,,,
1381382278,3176773522,39.502217,0,"tertiary",,,,,,,,,,
2337695336,1381382370,63.602171999999996,0,"unclassified",,,,,,,,,,
1381382370,1381382350,73.098829,0,"unclassified",,,,,,,,,,
1381382370,2337695336,63.602171999999996,0,"unclassified",,,,,,,,,,
1381382350,1381382370,73.098829,0,"unclassified",,,,,,,,,,
1381355908,1381355883,77.29486299999999,0,"tertiary",,,,,,,,,,
1381355708,1381355691,66.016776,0,"unclassified",,,,,,,,,,
1381355750,1381355743,36.665915,0,"unclassified",,,,,,,,,,
5384681748,1381355750,27.141366,1,"unclassified",,,,,,,,,,
1381355865,5384943824,25.631075,0,"unclassified",,,,,,,,,,
5384943824,5384943827,15.024337,0,"unclassified",,,,,,,,,,
5384943827,3289965324,25.683785,0,"unclassified",,,,,,,,,,
5384663727,1381355865,30.54741,0,"tertiary",,,,,,,,,,
1381355842,5384663727,26.084387,0,"tertiary",,,,,,,,,,
5384943824,1381355865,25.631075,0,"unclassified",,,,,,,,,,
5384943827,5384943824,15.024337,0,"unclassified",,,,,,,,,,
3289965324,5384943827,25.683785,0,"unclassified",,,,,,,,,,
1381355865,5384663727,30.54741,0,"tertiary",,,,,,,,,,
5384663727,1381355842,26.084387,0,"tertiary",,,,,,,,,,
4544597802,1381355671,35.723798,0,"unclassified",,,,,,,,,,
1381355682,4544597802,33.594029,0,"unclassified",,,,,,,,,,
3292356504,1381355720,11.591855,0,"unclassified",,,,,,,,,,
3292356503,3292356504,31.10901,0,"unclassified",,,,,,,,,,
1381355699,3292356503,36.942322000000004,0,"unclassified",,,,,,,,,,
1381355671,1381355699,76.507781,0,"unclassified",,,,,,,,,,
1381355684,1381355682,28.961191,0,"unclassified",,,,,,,,,,
4544594961,1381355615,35.007312,0,"unclassified",,,,,,,,,,
2645912387,1381355785,19.628845,0,"tertiary",,,,,,,,,,
2645912385,2645912387,58.02644,0,"tertiary",,,,,,,,,,
1377318985,1377319018,113.674752,0,"unclassified",,,,,,,,,,
1377319018,1377318985,113.674752,0,"unclassified",,,,,,,,,,
1377318969,1377318953,26.843597,0,"unclassified",,,,,,,,,,
1377318953,1377318984,62.361586,0,"unclassified",,,,,,,,,,
1377318953,1377318969,26.843597,0,"unclassified",,,,,,,,,,
1377318984,1377318953,62.361586,0,"unclassified",,,,,,,,,,
1377319113,1377319187,114.889531,0,"unclassified",,,,,,,,,,
1377319373,1377319285,68.611563,0,"tertiary",,,,,,,,,,
1377319285,1377319373,68.611563,0,"tertiary",,,,,,,,,,
5384682230,1377319136,22.019212,0,"residential",,,,,,,,,,
1381355590,1381355598,14.504405,0,"trunk",,,,,,,,,,
1381355598,1381355646,116.466054,0,"trunk",,,,,,,,,,
1381355646,308020572,130.493492,0,"trunk",,,,,,,,,,
308020572,1381355734,113.26876099999998,0,"trunk",,,,,,,,,,
1381355734,1381355771,120.85314199999999,0,"trunk",,,,,,,,,,
308020572,800055394,33.504095,1,"secondary",,,,,,,,,,
800055394,308020572,33.504095,1,"secondary",,,,,,,,,,
800055394,800055384,66.82911,0,"secondary",,,,,,,,,,
800055384,800055394,66.82911,1,"secondary",,,,,,,,,,
800055384,5384682200,150.322194,0,"secondary",,,,,,,,,,
5384944055,5384682200,92.668691,0,"secondary",,,,,,,,,,
5384944055,1381355564,21.490223,1,"secondary",,,,,,,,,,
1381355564,5384944055,21.490223,0,"secondary",,,,,,,,,,
1381355564,5384944049,28.533444,0,"secondary",,,,,,,,,,
5384944049,1381355564,28.533444,1,"secondary",,,,,,,,,,
5384944049,1389149915,113.80791500000001,0,"secondary",,,,,,,,,,
1377319255,1381355564,53.947246,1,"tertiary",,,,,,,,,,
1381355564,1377319255,53.947246,0,"tertiary",,,,,,,,,,
1381355564,1377319289,62.581463,0,"tertiary",,,,,,,,,,
1377319289,1381355564,62.581463,1,"tertiary",,,,,,,,,,
3289965291,1377319169,66.033689,0,"unclassified",,,,,,,,,,
1389149921,3289965291,69.338636,0,"unclassified",,,,,,,,,,
1377319232,1389149921,14.355198,0,"unclassified",,,,,,,,,,
1377319234,1377319232,14.01895,0,"unclassified",,,,,,,,,,
1377319169,3289965291,66.033689,0,"unclassified",,,,,,,,,,
3289965291,1389149921,69.338636,0,"unclassified",,,,,,,,,,
1389149921,1377319232,14.355198,0,"unclassified",,,,,,,,,,
1377319232,1377319234,14.01895,0,"unclassified",,,,,,,,,,
5384682224,5384682221,17.896705,0,"residential",,,,,,,,,,
1377319210,5384682224,9.354449,0,"residential",,,,,,,,,,
3289965287,5384682226,51.529359,0,"residential",,,,,,,,,,
1377319042,1377319069,48.735519,0,"unclassified",,,,,,,,,,
3191479915,1377319042,38.351395,0,"unclassified",,,,,,,,,,
1377319012,3191479915,23.0304,0,"unclassified",,,,,,,,,,
1389149825,1377319012,28.954306,0,"unclassified",,,,,,,,,,
1377318994,1389149825,16.546479,0,"unclassified",,,,,,,,,,
1389149820,1377318994,24.539096,0,"unclassified",,,,,,,,,,
3289965268,1377285525,86.37360699999999,0,"unclassified",,,,,,,,,,
2356854119,309414039,21.310933,0,"primary",,"1",,,,,,,,
309405424,2356854119,36.604931,0,"primary",,"1",,,,,,,,
309405430,309405424,47.31189,0,"primary",,"1",,,,,,,,
309414039,2356854119,21.310933,0,"primary",,"1",,,,,,,,
2356854119,309405424,36.604931,0,"primary",,"1",,,,,,,,
309405424,309405430,47.31189,1,"primary",,"1",,,,,,,,
309405430,309413996,41.159815,0,"trunk",,"1",,,,,,,,
309413996,309414006,49.842103,0,"trunk",,"1",,,,,,,,
309414006,309405346,98.244517,0,"trunk",,"1",,,,,,,,
309405424,309413996,34.26388,0,"trunk_link",,"1",,,,,,,,
309405430,309405408,29.517261,1,"trunk",,"1",,,,,,,,
309405408,309405430,29.517261,1,"trunk",,"1",,,,,,,,
309405408,309405419,67.646033,0,"trunk",,"1",,,,,,,,
309405419,309405408,67.646033,1,"trunk",,"1",,,,,,,,
1381355466,309405430,53.999807000000004,0,"trunk",,"2",,,,,,,,
3289965268,309414039,37.148316,0,"unclassified",,,,,,,,,,
309414039,3289965268,37.148316,0,"unclassified",,,,,,,,,,
309414039,309414006,74.475548,0,"unclassified",,,,,,,,,,
309414006,309414039,74.475548,0,"unclassified",,,,,,,,,,
1377285541,5314272432,112.732305,0,"residential",,,,,,,,,,
5314272432,3289965266,41.242268,0,"residential",,,,,,,,,,
3289965266,1389149791,67.448195,0,"residential",,,,,,,,,,
1389149791,1377318979,32.967362,0,"residential",,,,,,,,,,
1389149741,5314272435,23.899911,0,"tertiary",,,,,,,,,,
5314272435,1377285541,27.904477999999997,0,"tertiary",,,,,,,,,,
5314272432,1377285541,112.732305,0,"residential",,,,,,,,,,
3289965266,5314272432,41.242268,0,"residential",,,,,,,,,,
1389149791,3289965266,67.448195,0,"residential",,,,,,,,,,
1377318979,1389149791,32.967362,0,"residential",,,,,,,,,,
1389149741,1389149731,55.690246,0,"tertiary",,,,,,,,,,
5314272435,1389149741,23.899911,0,"tertiary",,,,,,,,,,
1377285541,5314272435,27.904477999999997,0,"tertiary",,,,,,,,,,
1377285541,1377318867,124.212179,0,"tertiary",,,,,,,,,,
1377318867,1377285541,124.21217899999999,0,"tertiary",,,,,,,,,,
1377318867,1377318884,125.37377199999999,0,"tertiary",,,,,,,,,,
1377318884,1377318867,125.373772,0,"tertiary",,,,,,,,,,
1377319069,1377319042,48.735519,0,"unclassified",,,,,,,,,,
1377319042,3191479915,38.351395,0,"unclassified",,,,,,,,,,
3191479915,1377319012,23.0304,0,"unclassified",,,,,,,,,,
1377319012,1389149825,28.954306,0,"unclassified",,,,,,,,,,
1389149825,1377318994,16.546479,0,"unclassified",,,,,,,,,,
1377318994,1389149820,24.539096,0,"unclassified",,,,,,,,,,
1389149820,1377318979,44.548004,0,"unclassified",,,,,,,,,,
1377318979,1389149820,44.548004,0,"unclassified",,,,,,,,,,
1377318979,1389149788,61.626902,0,"unclassified",,,,,,,,,,
1389149788,1377318979,61.626902,0,"unclassified",,,,,,,,,,
1389149788,5314272446,22.740919,0,"unclassified",,,,,,,,,,
5314272446,1389149788,22.740919,0,"unclassified",,,,,,,,,,
5314272446,1389149773,14.108062,0,"unclassified",,,,,,,,,,
1389149773,5314272446,14.108062,0,"unclassified",,,,,,,,,,
1389149773,3289965267,12.926303,0,"unclassified",,,,,,,,,,
3289965267,1389149773,12.926303,0,"unclassified",,,,,,,,,,
3289965267,1389149769,2.590836,0,"unclassified",,,,,,,,,,
1389149769,3289965267,2.590836,0,"unclassified",,,,,,,,,,
1377319069,5384682228,69.293923,0,"unclassified",,,,,,,,,,
5384682228,1377319069,69.293923,0,"unclassified",,,,,,,,,,
5384682228,5384682229,23.711304,0,"unclassified",,,,,,,,,,
5384682229,5384682228,23.711304,0,"unclassified",,,,,,,,,,
5384682229,1377319121,23.960221,0,"unclassified",,,,,,,,,,
1377319121,5384682229,23.960221,0,"unclassified",,,,,,,,,,
5384682221,5384682224,17.896705,0,"residential",,,,,,,,,,
5384682224,1377319210,9.354449,0,"residential",,,,,,,,,,
5384682226,3289965287,51.529359,0,"residential",,,,,,,,,,
3289965287,1377319121,66.336473,0,"residential",,,,,,,,,,
1377319121,3289965287,66.336473,0,"residential",,,,,,,,,,
1377319121,1389149873,26.225127,0,"unclassified",,,,,,,,,,
1389149873,1377319121,26.225127,0,"unclassified",,,,,,,,,,
1389149873,1377319169,29.077777,0,"unclassified",,,,,,,,,,
1377319169,1389149873,29.077777,0,"unclassified",,,,,,,,,,
1377319169,1389149881,28.863277,0,"unclassified",,,,,,,,,,
1389149881,1377319169,28.863277,0,"unclassified",,,,,,,,,,
1389149881,1377319197,28.694232,0,"unclassified",,,,,,,,,,
1377319197,1389149881,28.694232,0,"unclassified",,,,,,,,,,
1377319197,5384682185,27.514762,0,"unclassified",,,,,,,,,,
5384682185,1377319197,27.514762,0,"unclassified",,,,,,,,,,
5384682185,5384682183,28.673546,0,"unclassified",,,,,,,,,,
5384682183,5384682185,28.673546,0,"unclassified",,,,,,,,,,
5384682183,1377319255,57.956093,0,"unclassified",,,,,,,,,,
1377319255,5384682183,57.956093,0,"unclassified",,,,,,,,,,
1389149871,1377319129,26.178273,0,"unclassified",,,,,,,,,,
1377319129,1389149871,26.178273,0,"unclassified",,,,,,,,,,
1389149857,1377319073,24.147519,0,"unclassified",,,,,,,,,,
1389149849,1389149857,18.639685,0,"unclassified",,,,,,,,,,
1377319047,1389149849,8.78738,0,"unclassified",,,,,,,,,,
1389149845,1377319047,24.330825,0,"unclassified",,,,,,,,,,
1389149843,1389149845,9.149256,0,"unclassified",,,,,,,,,,
1377319021,1389149843,11.846438,0,"unclassified",,,,,,,,,,
1377319073,1389149857,24.147519,0,"unclassified",,,,,,,,,,
1389149857,1389149849,18.639685,0,"unclassified",,,,,,,,,,
1389149849,1377319047,8.78738,0,"unclassified",,,,,,,,,,
1377319047,1389149845,24.330825,0,"unclassified",,,,,,,,,,
1389149845,1389149843,9.149256,0,"unclassified",,,,,,,,,,
1389149843,1377319021,11.846438,0,"unclassified",,,,,,,,,,
1377319021,1389149861,144.899309,0,"unclassified",,,,,,,,,,
1377319073,1377319012,118.536449,0,"unclassified",,,,,,,,,,
1377319012,1377319073,118.536449,0,"unclassified",,,,,,,,,,
1377319136,5384682230,22.019212,0,"residential",,,,,,,,,,
5384682230,3289965287,24.918165,0,"residential",,,,,,,,,,
3289965287,5384682230,24.918165,0,"residential",,,,,,,,,,
3289965287,3289965289,26.411756,0,"residential",,,,,,,,,,
3289965289,3289965287,26.411756,0,"residential",,,,,,,,,,
3289965289,3289965291,28.494896,0,"residential",,,,,,,,,,
3289965291,3289965289,28.494896,0,"residential",,,,,,,,,,
3289965291,1377319203,27.613493,0,"residential",,,,,,,,,,
1377319203,3289965291,27.613493,0,"residential",,,,,,,,,,
1377319203,1377319222,29.985428,0,"residential",,,,,,,,,,
1377319222,1377319203,29.985428,0,"residential",,,,,,,,,,
1377319222,5384682189,16.74726,0,"unclassified",,,,,,,,,,
5384682189,1377319222,16.74726,0,"unclassified",,,,,,,,,,
1389149849,1377318994,114.975418,0,"unclassified",,,,,,,,,,
1377318994,1389149849,114.975418,0,"unclassified",,,,,,,,,,
1377319197,5384682188,29.004549,0,"unclassified",,,,,,,,,,
5384682188,1377319197,29.004549,0,"unclassified",,,,,,,,,,
5384682188,1377319222,36.105083,0,"unclassified",,,,,,,,,,
1377319222,5384682188,36.105083,0,"unclassified",,,,,,,,,,
1377319373,800055384,100.377638,0,"tertiary",,,,,,,,,,
800055384,1377319373,100.377638,0,"tertiary",,,,,,,,,,
1377319187,1377319113,114.889531,0,"unclassified",,,,,,,,,,
1377319042,1377318984,126.204903,0,"unclassified",,,,,,,,,,
1377318984,1377319042,126.204903,0,"unclassified",,,,,,,,,,
1377319113,1377319018,163.803062,0,"unclassified",,,,,,,,,,
1377319018,1377319113,163.803062,0,"unclassified",,,,,,,,,,
1377318984,1377318985,89.254621,0,"unclassified",,,,,,,,,,
1377318985,1377318984,89.254621,0,"unclassified",,,,,,,,,,
1377319197,5384682180,61.326847,0,"unclassified",,,,,,,,,,
5384682180,1377319197,61.326847,0,"unclassified",,,,,,,,,,
5384682180,3191479918,25.002655,0,"unclassified",,,,,,,,,,
3191479918,5384682180,25.002655,0,"unclassified",,,,,,,,,,
3191479918,1377319129,27.675439,0,"unclassified",,,,,,,,,,
1377319129,3191479918,27.675439,0,"unclassified",,,,,,,,,,
1377319129,1377319073,112.999341,0,"unclassified",,,,,,,,,,
1377319073,1377319129,112.999341,0,"unclassified",,,,,,,,,,
1377319073,3191479917,26.329316,0,"unclassified",,,,,,,,,,
3191479917,1377319073,26.329316,0,"unclassified",,,,,,,,,,
1377318969,1389149821,33.064848,0,"unclassified",,,,,,,,,,
1389149821,1377318969,33.064848,0,"unclassified",,,,,,,,,,
1389149821,5384944043,11.188871,0,"unclassified",,,,,,,,,,
5384944043,1389149821,11.188871,0,"unclassified",,,,,,,,,,
5384944043,1389149823,23.116206,0,"unclassified",,,,,,,,,,
1389149823,5384944043,23.116206,0,"unclassified",,,,,,,,,,
1389149823,1377318995,9.841142,0,"unclassified",,,,,,,,,,
1377318995,1389149823,9.841142,0,"unclassified",,,,,,,,,,
1377318995,1377319012,22.492316,0,"unclassified",,,,,,,,,,
1377319012,1377318995,22.492316,0,"unclassified",,,,,,,,,,
718383220,1377319129,114.990045,0,"unclassified",,,,,,,,,,
1377319129,718383220,114.990045,0,"unclassified",,,,,,,,,,
1377319289,5384944056,20.514358,0,"unclassified",,,,,,,,,,
5384944056,1377319289,20.514358,0,"unclassified",,,,,,,,,,
5384682199,5384681800,5.412657,0,"unclassified",,,,,,,,,,
5384681800,5384682199,5.412657,0,"unclassified",,,,,,,,,,
1377318985,1377318884,192.33415499999995,0,"unclassified",,,,,,,,,,
1377318953,5314272429,13.172831,0,"unclassified",,,,,,,,,,
5314272429,1377318953,13.172831,0,"unclassified",,,,,,,,,,
5314272429,1377318867,162.878708,0,"unclassified",,,,,,,,,,
1377318867,5314272429,162.878708,0,"unclassified",,,,,,,,,,
1377327488,1377319373,26.547845,0,"tertiary",,,,,,,,,,
1377319373,1377327488,26.547845,0,"tertiary",,,,,,,,,,
1377319255,5384944050,29.70201,0,"tertiary",,,,,,,,,,
5384944050,1377319255,29.70201,0,"tertiary",,,,,,,,,,
5384944050,5384944052,4.4041,0,"tertiary",,,,,,,,,,
5384944052,5384944050,4.4041,0,"tertiary",,,,,,,,,,
5384944052,5384682179,26.341172,0,"tertiary",,,,,,,,,,
5384682179,5384944052,26.341172,0,"tertiary",,,,,,,,,,
5384682179,718383220,54.361524,0,"tertiary",,,,,,,,,,
718383220,5384682179,54.361524,0,"tertiary",,,,,,,,,,
5384682192,5384682187,21.149985,0,"unclassified",,,,,,,,,,
5384682187,5384682192,21.149985,0,"unclassified",,,,,,,,,,
1381355580,1389149960,56.296856000000005,0,"trunk_link",,,,,,,,,,
1389149960,1389149953,27.105316,0,"trunk_link",,,,,,,,,,
1389149953,1389149931,28.364628,0,"trunk_link",,,,,,,,,,
1389149931,1377319187,115.121996,0,"trunk_link",,,,,,,,,,
1377319187,1381355466,235.74255499999998,0,"trunk_link",,,,,,,,,,
1381355466,2356854119,129.504525,0,"trunk_link",,,,,,,,,,
1381355525,1381355556,115.471175,0,"trunk",,,,,,,,,,
1381355479,1381355525,218.40357799999998,0,"trunk",,,,,,,,,,
1381355556,1381355590,99.808778,0,"trunk",,,,,,,,,,
5384943911,1381355594,10.509242,0,"unclassified",,,,,,,,,,
1381355594,5384943911,10.509242,0,"unclassified",,,,,,,,,,
5384943775,1381355866,42.423808,0,"unclassified",,,,,,,,,,
1381355855,1381355862,40.263363,0,"unclassified",,,,,,,,,,
1381355843,1381355855,45.387519,0,"unclassified",,,,,,,,,,
1381355887,5384663735,13.169861,0,"unclassified",,,,,,,,,,
5384663735,5384663733,19.002387,0,"unclassified",,,,,,,,,,
5384663733,5384663731,17.671548,0,"unclassified",,,,,,,,,,
5384663731,1381355843,44.298344,0,"unclassified",,,,,,,,,,
1381355891,1381355887,13.504754,0,"unclassified",,,,,,,,,,
1381355655,5384956133,32.703918,0,"unclassified",,,,,,,,,,
5384956133,1381355632,33.509283,0,"unclassified",,,,,,,,,,
5384956133,1381355655,32.703918,0,"unclassified",,,,,,,,,,
1381355632,5384956133,33.509283,0,"unclassified",,,,,,,,,,
1381355595,1381355597,129.921224,0,"unclassified",,,,,,,,,,
1381355597,1381355595,129.921224,0,"unclassified",,,,,,,,,,
308788983,309414237,72.058368,1,"trunk",,,,,,,,,,
309414237,1389149957,130.255751,0,"trunk",,,,,,,,,,
1389149957,309414246,66.99377799999999,0,"trunk",,,,,,,,,,
309414246,1381355617,89.988653,0,"trunk",,,,,,,,,,
1381355617,1381382759,19.312084,0,"trunk",,,,,,,,,,
1381382759,1381355641,53.906654,0,"trunk",,,,,,,,,,
1381355641,2645279191,82.038316,0,"trunk",,,,,,,,,,
2645279191,5384943789,39.697391,0,"trunk",,,,,,,,,,
5384943789,5384943786,24.400237,0,"trunk",,,,,,,,,,
5384943786,309414272,41.612524,1,"trunk",,,,,,,,,,
309414272,5384943782,139.891024,0,"trunk",,,,,,,,,,
5384943782,309414297,66.873396,1,"trunk",,,,,,,,,,
309414297,1381491158,124.903956,0,"trunk",,,,,,,,,,
1381491158,1381491160,11.637545,0,"trunk",,,,,,,,,,
1381491160,308788988,65.838031,1,"trunk",,,,,,,,,,
308788988,308935912,290.18670299999997,0,"trunk",,,,,,,,,,
309414237,308788983,72.058368,0,"trunk",,,,,,,,,,
1389149957,309414237,130.255751,0,"trunk",,,,,,,,,,
1381355617,309414246,89.988653,1,"trunk",,,,,,,,,,
1381382759,1381355617,19.312084,0,"trunk",,,,,,,,,,
1381355641,1381382759,53.906654,0,"trunk",,,,,,,,,,
2645279191,1381355641,82.038316,0,"trunk",,,,,,,,,,
5384943789,2645279191,39.697391,0,"trunk",,,,,,,,,,
5384943786,5384943789,24.400237,0,"trunk",,,,,,,,,,
309414272,5384943786,41.612524,0,"trunk",,,,,,,,,,
5384943782,309414272,139.891024,0,"trunk",,,,,,,,,,
309414297,5384943782,66.873396,0,"trunk",,,,,,,,,,
1381491158,309414297,124.903956,1,"trunk",,,,,,,,,,
1381491160,1381491158,11.637545,0,"trunk",,,,,,,,,,
308788988,1381491160,65.838031,0,"trunk",,,,,,,,,,
309414272,5384943784,52.042888999999995,0,"tertiary",,,,,,,,,,
1381382846,309414272,89.391313,1,"unclassified",,,,,,,,,,
309414272,1381382846,89.391313,1,"unclassified",,,,,,,,,,
1381464390,308788988,67.873358,1,"tertiary",,,,,,,,,,
308788988,1381464390,67.873358,0,"tertiary",,,,,,,,,,
1381355883,599892655,327.82221999999996,0,"tertiary",,,,,,,,,,
1381355883,3289965326,52.531778,0,"tertiary",,,,,,,,,,
3289965326,1381355883,52.531778,1,"tertiary",,,,,,,,,,
309414297,599892622,63.162261,0,"tertiary",,,,,,,,,,
599892622,309414297,63.162261,1,"tertiary",,,,,,,,,,
599892622,5384943777,45.624617,0,"tertiary",,,,,,,,,,
5384943777,599892622,45.624617,0,"tertiary",,,,,,,,,,
5384943777,1381355838,26.58691,0,"tertiary",,,,,,,,,,
1381355838,5384943777,26.58691,0,"tertiary",,,,,,,,,,
1381355838,1381491164,52.839522,0,"tertiary",,,,,,,,,,
1381491164,1381355838,52.839522,0,"tertiary",,,,,,,,,,
1381491164,1381355872,32.301739,0,"tertiary",,,,,,,,,,
1381355872,1381491164,32.301739,0,"tertiary",,,,,,,,,,
1381355872,5384943774,31.064067,0,"tertiary",,,,,,,,,,
5384943774,1381355872,31.064067,0,"tertiary",,,,,,,,,,
5384943774,599892655,211.87888100000004,0,"tertiary",,,,,,,,,,
1381355641,4544597798,214.431845,0,"residential",,,,,,,,,,
4544597798,1381355641,214.431845,0,"residential",,,,,,,,,,
4544597798,4544597794,58.494848,0,"residential",,,,,,,,,,
4544597794,4544597798,58.494848,0,"residential",,,,,,,,,,
1381491165,1381355838,86.546201,0,"unclassified",,,,,,,,,,
1381355838,1381491165,86.546201,0,"unclassified",,,,,,,,,,
1381355838,1381355827,49.291548,0,"unclassified",,,,,,,,,,
1381355827,1381355838,49.291548,0,"unclassified",,,,,,,,,,
1381355827,5384943778,26.47333,0,"unclassified",,,,,,,,,,
5384943778,1381355827,26.47333,0,"unclassified",,,,,,,,,,
5384943778,5384943779,26.985163,0,"unclassified",,,,,,,,,,
5384943779,5384943778,26.985163,0,"unclassified",,,,,,,,,,
5384943779,1381355799,26.511224,0,"unclassified",,,,,,,,,,
1381355799,5384943779,26.511224,0,"unclassified",,,,,,,,,,
309414246,1381355597,30.846606,0,"tertiary",,,,,,,,,,
1381355597,309414246,30.846606,1,"tertiary",,,,,,,,,,
1381355597,4544594960,13.472852,0,"tertiary",,,,,,,,,,
4544594960,1381355597,13.472852,0,"tertiary",,,,,,,,,,
4544594960,1381355632,88.369045,0,"tertiary",,,,,,,,,,
1381355632,4544594960,88.369045,0,"tertiary",,,,,,,,,,
1381355632,1381355637,13.667457,0,"unclassified",,,,,,,,,,
1381355637,1381355632,13.667457,0,"unclassified",,,,,,,,,,
1381355637,5384956135,25.53584,0,"unclassified",,,,,,,,,,
5384956135,1381355637,25.53584,0,"unclassified",,,,,,,,,,
5384956135,5384956130,47.875842,0,"unclassified",,,,,,,,,,
5384956130,5384956135,47.875842,0,"unclassified",,,,,,,,,,
5384956130,1381355683,40.639904,0,"unclassified",,,,,,,,,,
1381355683,5384956130,40.639904,0,"unclassified",,,,,,,,,,
1381355891,5384943774,124.549632,0,"unclassified",,,,,,,,,,
1381355862,1381355855,40.263363,0,"unclassified",,,,,,,,,,
1381355855,1381355843,45.387519,0,"unclassified",,,,,,,,,,
5384663735,1381355887,13.169861,0,"unclassified",,,,,,,,,,
5384663733,5384663735,19.002387,0,"unclassified",,,,,,,,,,
5384663731,5384663733,17.671548,0,"unclassified",,,,,,,,,,
1381355843,5384663731,44.298344,0,"unclassified",,,,,,,,,,
1381355887,1381355891,13.504754,0,"unclassified",,,,,,,,,,
5384943774,1381355891,124.549632,0,"unclassified",,,,,,,,,,
1381355866,5384943775,42.423808,0,"unclassified",,,,,,,,,,
5384943775,1381355827,50.547851,0,"unclassified",,,,,,,,,,
1381355827,5384943775,50.547851,0,"unclassified",,,,,,,,,,
1381355866,1381355872,47.756636,0,"unclassified",,,,,,,,,,
1381355872,1381355866,47.756636,0,"unclassified",,,,,,,,,,
1381355843,5384663737,14.181566,0,"unclassified",,,,,,,,,,
5384663737,1381355843,14.181566,0,"unclassified",,,,,,,,,,
5384943817,5384663737,41.67177,0,"unclassified",,,,,,,,,,
5384943817,1381355821,39.284515,1,"unclassified",,,,,,,,,,
1381355821,5384943817,39.284515,0,"unclassified",,,,,,,,,,
1381355594,1381355595,54.834405,0,"unclassified",,,,,,,,,,
1381355595,1381355594,54.834405,0,"unclassified",,,,,,,,,,
1381355785,2645912387,19.628845,0,"tertiary",,,,,,,,,,
2645912387,2645912385,58.02644,0,"tertiary",,,,,,,,,,
2645912385,1381355754,36.836401,0,"tertiary",,,,,,,,,,
1381355754,2645912385,36.836401,0,"tertiary",,,,,,,,,,
1381355615,4544594961,35.007312,0,"unclassified",,,,,,,,,,
1381491170,1381491195,244.148,0,"unclassified",,,,,,,,,,
1381491170,1381355854,68.490293,0,"unclassified",,,,,,,,,,
1381355854,1381491170,68.490293,0,"unclassified",,,,,,,,,,
1381355854,599892622,113.66828,0,"unclassified",,,,,,,,,,
599892622,1381355854,113.66828,0,"unclassified",,,,,,,,,,
